period_start(clock_cycles),period_end(clock_cycles),job_end(clock_cycles),job_deadline(clock_cycles),job_elapsed(clock_cycles),period_start(seconds),period_end(seconds),job_end(seconds),job_deadline(seconds),job_elapsed(seconds),deadline_status(1=met),job_utilization,job_density
187956637460,188056637746,187958789567,188056637746,2152107,1858.971435100,1859.971428180,1858.992947800,1859.971428180,0.021512700,1,0.0215,0.0215
188056637746,188156638063,188059104477,188156638063,2466731,1859.971428180,1860.971428890,1859.996096630,1860.971428890,0.024668450,1,0.0247,0.0247
